Date,Time,Temperature_C,Humidity_Percent,CO_ppm,Anomaly_Label
2026-07-07,10:28:50,24.38,61.6,30.55,0
2026-07-07,10:28:55,24.13,61.4,30.76,0
2026-07-07,10:29:00,24.14,61.4,31.13,0
2026-07-07,10:29:05,24.09,61.8,30.27,0
2026-07-07,10:29:10,23.81,61.2,29.69,0
2026-07-07,10:29:15,24.1,62.0,30.58,0
2026-07-07,10:29:20,24.11,61.2,30.27,0
2026-07-07,10:29:25,24.47,61.4,29.85,0
2026-07-07,10:29:30,24.07,61.3,30.65,0
2026-07-07,10:29:35,24.15,61.4,30.39,0
2026-07-07,10:29:40,24.09,61.5,30.65,0
2026-07-07,10:29:45,23.92,61.5,30.05,0
2026-07-07,10:29:50,24.27,61.2,30.74,0
2026-07-07,10:29:55,24.21,61.1,29.84,0
2026-07-07,10:30:00,24.22,62.2,30.09,0
2026-07-07,10:30:05,23.96,61.3,30.38,0
2026-07-07,10:30:10,24.31,61.6,31.37,0
2026-07-07,10:30:15,23.89,60.9,30.89,0
2026-07-07,10:30:20,24.19,61.3,31.04,0
2026-07-07,10:30:25,24.43,61.4,31.21,0
2026-07-07,10:30:30,23.95,61.5,32.3,0
2026-07-07,10:30:35,24.02,60.6,30.52,0
2026-07-07,10:30:40,24.11,61.4,31.21,0
2026-07-07,10:30:45,24.02,61.1,31.01,0
2026-07-07,10:30:50,23.87,61.5,31.0,0
2026-07-07,10:30:55,24.11,61.1,31.39,0
2026-07-07,10:31:00,23.94,61.1,30.29,0
2026-07-07,10:31:05,24.17,61.3,30.25,0
2026-07-07,10:31:10,23.96,61.1,30.66,0
2026-07-07,10:31:15,24.33,61.3,30.41,0
2026-07-07,10:31:20,23.98,61.0,30.66,0
2026-07-07,10:31:25,24.05,60.9,31.28,0
2026-07-07,10:31:30,24.22,61.7,30.26,0
2026-07-07,10:31:35,23.92,61.0,30.35,0
2026-07-07,10:31:40,24.13,61.3,30.59,0
2026-07-07,10:31:45,24.3,61.6,30.39,0
2026-07-07,10:31:50,23.86,61.2,29.54,0
2026-07-07,10:31:55,24.13,61.2,30.21,0
2026-07-07,10:32:00,24.14,61.5,30.84,0
2026-07-07,10:32:05,24.22,61.7,31.22,0
2026-07-07,10:32:10,23.91,61.0,29.92,0
2026-07-07,10:32:15,23.9,61.4,29.92,0
2026-07-07,10:32:20,24.18,60.9,30.52,0
2026-07-07,10:32:25,24.14,61.3,29.46,0
2026-07-07,10:32:30,24.14,61.4,30.28,0
2026-07-07,10:32:35,24.15,61.1,29.63,0
2026-07-07,10:32:40,24.0,61.3,31.18,0
2026-07-07,10:32:45,24.13,61.0,30.12,0
2026-07-07,10:32:50,24.14,61.4,31.33,0
2026-07-07,10:32:55,23.99,61.7,31.06,0
2026-07-07,10:33:00,24.38,61.1,30.18,0
2026-07-07,10:33:05,24.17,61.2,29.96,0
2026-07-07,10:33:10,23.92,61.6,30.4,0
2026-07-07,10:33:15,24.2,61.8,30.45,0
2026-07-07,10:33:20,23.95,61.0,30.67,0
2026-07-07,10:33:25,24.22,61.3,30.11,0
2026-07-07,10:33:30,24.27,61.5,30.87,0
2026-07-07,10:33:35,23.98,61.4,30.63,0
2026-07-07,10:33:40,24.24,60.7,30.33,0
2026-07-07,10:33:45,24.16,61.6,30.14,0
2026-07-07,10:33:50,24.22,61.9,30.41,0
2026-07-07,10:33:55,24.38,61.4,30.09,0
2026-07-07,10:34:00,24.06,61.1,30.53,0
2026-07-07,10:34:05,23.99,61.2,30.54,0
2026-07-07,10:34:10,23.97,61.9,30.63,0
2026-07-07,10:34:15,23.98,61.7,31.38,0
2026-07-07,10:34:20,24.09,61.6,30.43,0
2026-07-07,10:34:25,24.15,61.5,31.0,0
2026-07-07,10:34:30,24.14,61.2,30.61,0
2026-07-07,10:34:35,24.22,61.3,30.38,0
2026-07-07,10:34:40,24.1,61.4,30.44,0
2026-07-07,10:34:45,24.32,61.6,30.47,0
2026-07-07,10:34:50,24.06,61.9,30.64,0
2026-07-07,10:34:55,24.51,61.7,30.02,0
2026-07-07,10:35:00,24.19,61.0,29.77,0
2026-07-07,10:35:05,23.97,61.5,30.83,0
2026-07-07,10:35:10,23.94,61.6,30.95,0
2026-07-07,10:35:15,24.17,61.6,30.87,0
2026-07-07,10:35:20,24.07,61.2,30.58,0
2026-07-07,10:35:25,24.21,62.3,30.88,0
2026-07-07,10:35:30,24.17,61.0,30.86,0
2026-07-07,10:35:35,24.09,61.1,30.89,0
2026-07-07,10:35:40,23.97,61.5,30.07,0
2026-07-07,10:35:45,23.87,62.0,29.95,0
2026-07-07,10:35:50,24.03,61.1,30.31,0
2026-07-07,10:35:55,24.23,61.3,30.49,0
2026-07-07,10:36:00,24.13,61.7,30.38,0
2026-07-07,10:36:05,23.91,61.4,29.56,0
2026-07-07,10:36:10,24.13,61.3,31.36,0
2026-07-07,10:36:15,24.16,61.6,30.36,0
2026-07-07,10:36:20,23.97,61.5,30.59,0
2026-07-07,10:36:25,24.12,61.7,31.12,0
2026-07-07,10:36:30,24.11,61.8,29.33,0
2026-07-07,10:36:35,23.93,61.5,30.24,0
2026-07-07,10:36:40,24.15,61.5,30.31,0
2026-07-07,10:36:45,24.18,61.5,30.33,0
2026-07-07,10:36:50,24.26,61.5,30.41,0
2026-07-07,10:36:55,24.26,61.4,31.22,0
2026-07-07,10:37:00,23.89,61.4,30.84,0
2026-07-07,10:37:05,23.96,61.8,30.98,0
2026-07-07,10:37:10,24.18,61.9,30.52,0
2026-07-07,10:37:15,24.18,60.9,29.8,0
2026-07-07,10:37:20,24.18,61.4,29.46,0
2026-07-07,10:37:25,24.68,61.2,29.74,0
2026-07-07,10:37:30,24.19,61.3,30.68,0
2026-07-07,10:37:35,24.27,61.5,30.52,0
2026-07-07,10:37:40,24.24,61.6,30.39,0
2026-07-07,10:37:45,24.2,61.4,30.32,0
2026-07-07,10:37:50,24.05,60.8,31.51,0
2026-07-07,10:37:55,24.21,61.1,30.09,0
2026-07-07,10:38:00,23.98,61.7,30.96,0
2026-07-07,10:38:05,24.06,60.6,30.5,0
2026-07-07,10:38:10,24.03,61.8,30.47,0
2026-07-07,10:38:15,24.11,61.6,31.09,0
2026-07-07,10:38:20,24.45,61.8,31.23,0
2026-07-07,10:38:25,23.82,61.3,30.38,0
2026-07-07,10:38:30,24.2,60.8,30.9,0
2026-07-07,10:38:35,23.86,61.5,30.68,0
2026-07-07,10:38:40,24.03,61.8,30.5,0
2026-07-07,10:38:45,24.26,61.7,30.6,0
2026-07-07,10:38:50,24.11,61.2,30.16,0
2026-07-07,10:38:55,23.94,61.4,30.35,0
2026-07-07,10:39:00,23.99,61.2,30.21,0
2026-07-07,10:39:05,24.2,61.2,30.95,0
2026-07-07,10:39:10,23.99,61.7,30.45,0
2026-07-07,10:39:15,24.13,61.0,29.85,0
2026-07-07,10:39:20,24.11,61.1,30.14,0
2026-07-07,10:39:25,24.0,61.1,28.9,0
2026-07-07,10:39:30,24.42,61.0,30.25,0
2026-07-07,10:39:35,24.2,61.4,30.52,0
2026-07-07,10:39:40,23.8,61.7,30.43,0
2026-07-07,10:39:45,24.13,61.3,31.49,0
2026-07-07,10:39:50,24.0,60.9,30.79,0
2026-07-07,10:39:55,24.23,61.7,30.77,0
2026-07-07,10:40:00,23.98,61.9,29.68,0
2026-07-07,10:40:05,24.08,61.2,30.32,0
2026-07-07,10:40:10,24.18,61.3,30.26,0
2026-07-07,10:40:15,24.23,61.6,30.11,0
2026-07-07,10:40:20,23.92,61.9,30.1,0
2026-07-07,10:40:25,24.05,61.2,29.6,0
2026-07-07,10:40:30,24.03,61.0,29.86,0
2026-07-07,10:40:35,24.0,61.6,30.94,0
2026-07-07,10:40:40,24.36,61.6,30.43,0
2026-07-07,10:40:45,24.16,61.4,30.25,0
2026-07-07,10:40:50,23.91,61.2,30.5,0
2026-07-07,10:40:55,24.24,61.7,31.08,0
2026-07-07,10:41:00,24.42,61.6,30.5,0
2026-07-07,10:41:05,24.25,61.2,30.77,0
2026-07-07,10:41:10,23.87,61.4,30.08,0
2026-07-07,10:41:15,24.03,61.0,30.19,0
2026-07-07,10:41:20,24.29,61.6,30.68,0
2026-07-07,10:41:25,23.99,61.3,31.45,0
2026-07-07,10:41:30,24.17,61.3,31.21,0
2026-07-07,10:41:35,24.22,61.4,30.79,0
2026-07-07,10:41:40,23.96,61.4,30.58,0
2026-07-07,10:41:45,24.09,61.7,31.2,0
2026-07-07,10:41:50,23.61,61.6,30.9,0
2026-07-07,10:41:55,23.95,61.4,29.35,0
2026-07-07,10:42:00,24.06,61.6,29.97,0
2026-07-07,10:42:05,23.91,61.5,30.67,0
2026-07-07,10:42:10,24.34,61.3,29.61,0
2026-07-07,10:42:15,23.89,61.4,30.05,0
2026-07-07,10:42:20,24.03,61.4,30.15,0
2026-07-07,10:42:25,24.12,61.6,30.37,0
2026-07-07,10:42:30,24.32,61.3,30.36,0
2026-07-07,10:42:35,23.88,61.3,30.36,0
2026-07-07,10:42:40,24.27,62.0,30.91,0
2026-07-07,10:42:45,24.1,61.7,30.37,0
2026-07-07,10:42:50,23.95,61.2,30.31,0
2026-07-07,10:42:55,24.17,61.6,29.83,0
2026-07-07,10:43:00,24.13,61.4,31.01,0
2026-07-07,10:43:05,24.01,61.5,30.16,0
2026-07-07,10:43:10,24.11,61.4,29.96,0
2026-07-07,10:43:15,24.04,61.8,30.61,0
2026-07-07,10:43:20,24.12,61.5,30.12,0
2026-07-07,10:43:25,24.2,61.4,30.24,0
2026-07-07,10:43:30,24.34,61.7,30.63,0
2026-07-07,10:43:35,23.91,61.5,30.34,0
2026-07-07,10:43:40,24.42,61.4,31.66,0
2026-07-07,10:43:45,23.81,61.5,30.46,0
2026-07-07,10:43:50,24.08,61.4,30.81,0
2026-07-07,10:43:55,24.19,61.4,29.53,0
2026-07-07,10:44:00,24.14,61.2,30.07,0
2026-07-07,10:44:05,24.01,61.2,29.96,0
2026-07-07,10:44:10,24.07,61.1,30.02,0
2026-07-07,10:44:15,24.03,61.0,30.71,0
2026-07-07,10:44:20,24.01,61.1,31.02,0
2026-07-07,10:44:25,24.23,61.3,30.67,0
2026-07-07,10:44:30,24.15,61.4,30.39,0
2026-07-07,10:44:35,24.0,61.3,30.18,0
2026-07-07,10:44:40,24.23,60.7,31.06,0
2026-07-07,10:44:45,24.15,61.9,31.54,0
2026-07-07,10:44:50,24.22,61.7,30.57,0
2026-07-07,10:44:55,24.19,61.5,30.97,0
2026-07-07,10:45:00,23.98,62.0,30.67,0
2026-07-07,10:45:05,24.02,61.1,30.88,0
2026-07-07,10:45:10,24.21,62.0,29.92,0
2026-07-07,10:45:15,24.19,61.1,30.26,0
2026-07-07,10:45:20,24.1,61.5,30.7,0
2026-07-07,10:45:25,24.12,61.0,31.11,0
2026-07-07,10:45:30,24.29,61.4,30.09,0
2026-07-07,10:45:35,24.01,61.5,29.48,0
2026-07-07,10:45:40,24.18,61.4,30.25,0
2026-07-07,10:45:45,24.07,61.6,31.01,0
2026-07-07,10:45:50,24.07,61.4,29.71,0
2026-07-07,10:45:55,24.26,61.2,29.91,0
2026-07-07,10:46:00,24.22,61.2,30.58,0
2026-07-07,10:46:05,24.22,61.6,30.44,0
2026-07-07,10:46:10,24.3,61.2,30.8,0
2026-07-07,10:46:15,24.1,61.7,29.89,0
2026-07-07,10:46:20,24.2,61.8,30.34,0
2026-07-07,10:46:25,24.05,60.9,31.1,0
2026-07-07,10:46:30,24.15,61.7,29.9,0
2026-07-07,10:46:35,24.08,62.0,31.24,0
2026-07-07,10:46:40,24.11,61.5,29.97,0
2026-07-07,10:46:45,24.19,61.6,30.92,0
2026-07-07,10:46:50,23.98,61.7,30.31,0
2026-07-07,10:46:55,24.41,61.3,29.93,0
2026-07-07,10:47:00,23.95,61.5,30.25,0
2026-07-07,10:47:05,23.92,61.0,30.77,0
2026-07-07,10:47:10,24.27,61.4,30.5,0
2026-07-07,10:47:15,24.22,61.5,31.06,0
2026-07-07,10:47:20,24.19,61.6,31.22,0
2026-07-07,10:47:25,24.19,61.7,29.91,0
2026-07-07,10:47:30,24.1,61.2,29.87,0
2026-07-07,10:47:35,23.97,61.2,29.85,0
2026-07-07,10:47:40,24.11,62.0,30.05,0
2026-07-07,10:47:45,24.0,61.4,31.05,0
2026-07-07,10:47:50,24.25,61.5,30.78,0
2026-07-07,10:47:55,24.08,61.4,30.23,0
2026-07-07,10:48:00,23.98,61.2,30.49,0
2026-07-07,10:48:05,24.05,61.9,31.2,0
2026-07-07,10:48:10,24.16,61.2,31.45,0
2026-07-07,10:48:15,24.02,61.1,30.63,0
2026-07-07,10:48:20,23.98,61.3,29.17,0
2026-07-07,10:48:25,24.14,60.8,30.65,0
2026-07-07,10:48:30,24.14,61.2,30.97,0
2026-07-07,10:48:35,24.02,61.1,30.61,0
2026-07-07,10:48:40,24.03,61.6,30.86,0
2026-07-07,10:48:45,24.13,61.2,30.68,0
2026-07-07,10:48:50,23.88,61.7,29.88,0
2026-07-07,10:48:55,23.89,61.8,30.06,0
2026-07-07,10:49:00,23.99,61.6,30.34,0
2026-07-07,10:49:05,24.07,61.3,31.03,0
2026-07-07,10:49:10,24.15,61.4,30.12,0
2026-07-07,10:49:15,24.32,60.9,30.73,0
2026-07-07,10:49:20,24.23,61.4,30.65,0
2026-07-07,10:49:25,24.08,61.1,31.29,0
2026-07-07,10:49:30,24.1,61.6,30.48,0
2026-07-07,10:49:35,23.95,62.2,29.62,0
2026-07-07,10:49:40,24.1,61.5,30.82,0
2026-07-07,10:49:45,24.06,60.8,31.57,0
2026-07-07,10:49:50,24.15,61.3,30.86,0
2026-07-07,10:49:55,23.98,61.4,30.11,0
2026-07-07,10:50:00,24.18,61.4,29.96,0
2026-07-07,10:50:05,24.33,61.2,30.02,0
2026-07-07,10:50:10,24.08,61.5,31.5,0
2026-07-07,10:50:15,24.16,61.0,30.34,0
2026-07-07,10:50:20,24.2,61.1,30.17,0
2026-07-07,10:50:25,24.04,61.6,30.42,0
2026-07-07,10:50:30,24.13,61.1,30.34,0
2026-07-07,10:50:35,24.1,61.6,31.28,0
2026-07-07,10:50:40,24.11,61.0,29.99,0
2026-07-07,10:50:45,23.98,61.9,31.09,0
2026-07-07,10:50:50,24.1,61.2,30.56,0
2026-07-07,10:50:55,24.17,61.3,31.1,0
2026-07-07,10:51:00,24.32,61.5,31.29,0
2026-07-07,10:51:05,24.24,61.2,30.54,0
2026-07-07,10:51:10,24.42,61.4,30.34,0
2026-07-07,10:51:15,23.98,61.6,30.53,0
2026-07-07,10:51:20,24.23,61.7,30.45,0
2026-07-07,10:51:25,24.13,61.6,29.67,0
2026-07-07,10:51:30,24.43,61.3,31.28,0
2026-07-07,10:51:35,23.98,61.4,30.62,0
2026-07-07,10:51:40,23.97,62.1,29.92,0
2026-07-07,10:51:45,24.01,61.7,29.47,0
2026-07-07,10:51:50,23.78,61.1,29.34,0
2026-07-07,10:51:55,24.02,61.4,30.89,0
2026-07-07,10:52:00,23.99,61.3,30.19,0
2026-07-07,10:52:05,24.12,61.4,30.27,0
2026-07-07,10:52:10,24.15,61.0,30.74,0
2026-07-07,10:52:15,24.38,61.3,30.24,0
2026-07-07,10:52:20,24.24,61.9,30.77,0
2026-07-07,10:52:25,24.01,61.6,30.55,0
2026-07-07,10:52:30,23.97,60.7,30.46,0
2026-07-07,10:52:35,24.17,61.8,29.71,0
2026-07-07,10:52:40,23.9,61.7,30.09,0
2026-07-07,10:52:45,24.37,61.3,30.8,0
2026-07-07,10:52:50,24.28,61.6,30.16,0
2026-07-07,10:52:55,24.03,61.1,31.1,0
2026-07-07,10:53:00,23.84,61.3,31.67,0
2026-07-07,10:53:05,24.3,61.8,30.83,0
2026-07-07,10:53:10,24.08,61.3,31.25,0
2026-07-07,10:53:15,24.29,60.8,30.86,0
2026-07-07,10:53:20,23.86,61.4,30.23,0
2026-07-07,10:53:25,24.01,61.4,30.6,0
2026-07-07,10:53:30,24.1,61.8,31.51,0
2026-07-07,10:53:35,24.11,61.4,30.24,0
2026-07-07,10:53:40,24.03,61.3,29.98,0
2026-07-07,10:53:45,24.19,61.7,29.93,0
2026-07-07,10:53:50,23.94,61.4,30.39,0
2026-07-07,10:53:55,24.08,61.2,30.0,0
2026-07-07,10:54:00,24.12,61.7,31.34,0
2026-07-07,10:54:05,24.18,61.5,30.61,0
2026-07-07,10:54:10,24.21,61.4,30.99,0
2026-07-07,10:54:15,23.93,61.5,30.35,0
2026-07-07,10:54:20,23.87,61.1,29.93,0
2026-07-07,10:54:25,24.29,61.2,29.85,0
2026-07-07,10:54:30,24.15,61.4,30.05,0
2026-07-07,10:54:35,23.99,61.3,30.67,0
2026-07-07,10:54:40,24.33,61.8,30.76,0
2026-07-07,10:54:45,24.12,61.5,30.8,0
2026-07-07,10:54:50,24.28,61.7,29.76,0
2026-07-07,10:54:55,24.11,61.4,30.5,0
2026-07-07,10:55:00,24.41,61.7,29.99,0
2026-07-07,10:55:05,24.36,61.5,30.7,0
2026-07-07,10:55:10,24.06,61.4,30.74,0
2026-07-07,10:55:15,24.25,61.4,29.91,0
2026-07-07,10:55:20,24.2,61.1,30.98,0
2026-07-07,10:55:25,24.31,61.6,31.67,0
2026-07-07,10:55:30,23.96,61.4,30.92,0
2026-07-07,10:55:35,24.2,61.2,30.42,0
2026-07-07,10:55:40,24.26,61.7,30.34,0
2026-07-07,10:55:45,23.84,61.0,30.4,0
2026-07-07,10:55:50,23.92,61.3,30.12,0
2026-07-07,10:55:55,23.79,61.7,30.63,0
2026-07-07,10:56:00,24.06,61.5,29.93,0
2026-07-07,10:56:05,24.21,61.4,29.56,0
2026-07-07,10:56:10,24.33,61.5,30.61,0
2026-07-07,10:56:15,24.11,61.5,30.51,0
2026-07-07,10:56:20,24.34,60.9,30.21,0
2026-07-07,10:56:25,23.89,61.3,29.86,0
2026-07-07,10:56:30,23.84,61.9,30.64,0
2026-07-07,10:56:35,24.09,61.2,30.0,0
2026-07-07,10:56:40,24.16,61.3,30.43,0
2026-07-07,10:56:45,24.1,61.2,31.38,0
2026-07-07,10:56:50,23.79,61.4,30.83,0
2026-07-07,10:56:55,24.09,61.2,29.82,0
2026-07-07,10:57:00,23.9,61.5,29.86,0
2026-07-07,10:57:05,24.2,61.5,30.58,0
2026-07-07,10:57:10,24.15,61.6,29.81,0
2026-07-07,10:57:15,23.96,61.1,29.5,0
2026-07-07,10:57:20,24.02,61.3,30.77,0
2026-07-07,10:57:25,23.94,61.3,30.66,0
2026-07-07,10:57:30,24.09,61.5,30.73,0
2026-07-07,10:57:35,24.24,61.2,30.63,0
2026-07-07,10:57:40,23.95,61.7,30.47,0
2026-07-07,10:57:45,24.18,61.8,30.17,0
2026-07-07,10:57:50,24.02,61.1,30.76,0
2026-07-07,10:57:55,23.98,61.3,31.26,0
2026-07-07,10:58:00,24.08,61.2,30.25,0
2026-07-07,10:58:05,23.94,62.2,29.99,0
2026-07-07,10:58:10,24.02,61.3,29.93,0
2026-07-07,10:58:15,23.92,61.9,30.07,0
2026-07-07,10:58:20,24.39,61.0,30.6,0
2026-07-07,10:58:25,24.11,61.1,29.43,0
2026-07-07,10:58:30,24.0,61.2,30.72,0
2026-07-07,10:58:35,24.13,61.1,30.82,0
2026-07-07,10:58:40,24.08,61.3,29.6,0
2026-07-07,10:58:45,24.07,61.2,30.01,0
2026-07-07,10:58:50,24.19,61.2,30.54,0
2026-07-07,10:58:55,24.21,61.7,30.43,0
2026-07-07,10:59:00,24.02,61.8,30.76,0
2026-07-07,10:59:05,24.01,61.7,30.43,0
2026-07-07,10:59:10,24.06,61.6,31.13,0
2026-07-07,10:59:15,23.75,61.4,30.34,0
2026-07-07,10:59:20,23.87,61.3,30.01,0
2026-07-07,10:59:25,24.31,61.1,29.97,0
2026-07-07,10:59:30,24.35,61.5,30.87,0
2026-07-07,10:59:35,24.06,61.0,30.51,0
2026-07-07,10:59:40,24.19,61.1,30.82,0
2026-07-07,10:59:45,24.15,61.7,30.81,0
2026-07-07,10:59:50,24.56,62.0,29.49,0
2026-07-07,10:59:55,24.27,61.5,29.93,0
2026-07-07,11:00:00,24.08,61.7,29.99,0
2026-07-07,11:00:05,23.96,61.3,30.09,0
2026-07-07,11:00:10,23.86,61.0,30.29,0
2026-07-07,11:00:15,24.13,61.6,31.0,0
2026-07-07,11:00:20,23.99,61.6,31.1,0
2026-07-07,11:00:25,23.89,61.4,30.35,0
2026-07-07,11:00:30,24.0,61.3,30.37,0
2026-07-07,11:00:35,23.94,61.7,30.15,0
2026-07-07,11:00:40,24.35,61.1,30.54,0
2026-07-07,11:00:45,24.23,61.2,30.6,0
2026-07-07,11:00:50,24.1,61.1,30.9,0
2026-07-07,11:00:55,24.32,61.4,30.9,0
2026-07-07,11:01:00,24.11,61.1,29.35,0
2026-07-07,11:01:05,23.97,61.2,30.42,0
2026-07-07,11:01:10,24.33,61.2,31.19,0
2026-07-07,11:01:15,24.18,61.3,30.28,0
2026-07-07,11:01:20,23.94,61.0,31.07,0
2026-07-07,11:01:25,24.07,61.4,30.35,0
2026-07-07,11:01:30,23.97,61.8,30.59,0
2026-07-07,11:01:35,23.89,61.4,29.93,0
2026-07-07,11:01:40,24.24,61.9,29.95,0
2026-07-07,11:01:45,24.39,61.8,30.86,0
2026-07-07,11:01:50,23.89,61.6,30.94,0
2026-07-07,11:01:55,24.18,61.4,30.51,0
2026-07-07,11:02:00,24.0,61.4,29.89,0
2026-07-07,11:02:05,24.03,61.6,30.52,0
2026-07-07,11:02:10,24.01,61.3,31.13,0
2026-07-07,11:02:15,23.97,60.8,31.37,0
2026-07-07,11:02:20,24.11,61.5,30.34,0
2026-07-07,11:02:25,23.98,61.1,29.67,0
2026-07-07,11:02:30,24.14,61.1,30.92,0
2026-07-07,11:02:35,24.09,61.4,30.36,0
2026-07-07,11:02:40,24.06,61.4,30.97,0
2026-07-07,11:02:45,23.96,61.0,30.64,0
2026-07-07,11:02:50,24.01,61.4,30.06,0
